Timestamp,In what region do you live?,How long have you been working with Ember?,Grade your knowledge of Javascript,Grade your knowledge of Ember.js,What is your development role?,I use Ember for work:,Choose the option(s) that best describe your employment situation:,What are your preferred server-side languages:,What is your preferred text editor:,Choose the option(s) that best describe your participation in the Ember community:,Which operating system(s) do you use for development?,What other framework(s) do you have experience with?,How many developers are employed at your company?,How many developers at your company work with Ember?,"In one year, how many Ember developers do you plan to employ?",Which version(s) of Ember are in use in your apps?,Which data-access libraries do you use?,"If you use Ember-Data, which version(s) are in use:",What kind of templates do you use in your Ember apps?,What build tools do you use to build your Ember apps?,What do you use to package your app modules?,What do you use for dependency management?,What is the primary language of your server side stack?,Select any of these server-side frameworks you use:,What standards do you follow for HTTP API design?,What tool(s) do you use for HTTP API design/documentation?,What testing framework(s) do you use in your Ember apps?,How old are your Ember applications?,How often do you deploy updated versions of your Ember apps?,What is the primary target platform for your Ember apps?,Who uses your application(s)?,What browser versions do your applications target?,"In one year, what browser versions do you expect to target?",Which of these best describes your use of Ember in production applications?,What is your preferred hosting provider for your Ember apps?,How much is shared between your server-side and client-side app hosting?,Which SCM do you use?,What method do you rely on for search engine indexing?,"How many addons have you written (including private, unpublished libraries)?",How many addons have you published publicly?,Are your addons unit tested?,Are your addons acceptance tested?
2/4/2015 13:48:23,Europe,3-6 months,7,5,Developer,Some times,"Independent product developer, Independent consultant",Ruby,Vim,Attended a meetup / conference,Mac OSX,"Backbone, jQuery Mobile",1-10,1-10,The same amount,1.8,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",Swagger,Ember-QUnit,3 -6 months,Weekly,"Desktop, Mobile, Cordova/Phonegap/Crosswalk",Public Consumers,"Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), IE 9",An app that is used by thousands of users,S3 (with or without CloudFront),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,Some,None
2/4/2015 13:51:35,North America,< 3 months,5,5,Developer,Some times,Independent product developer,Ruby,Sublime,Attended a meetup / conference,Mac OSX,jQuery Mobile,1-10,1-10,More,1.8,Ember-Data,"1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,ember-cli (bower and npm),Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,< 3 months,Haven’t shipped yet / Still developing,Desktop & Mobile (fully responsive),,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",Prototype only,"Heroku, Divshot",No shared infrastructure,,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 13:51:54,North America,< 3 months,10,3,Developer,All the time,Employee working on product,"Python, JavaScript",Sublime,"Opened an issue, Opened a PR, Attended a meetup / conference","Mac OSX, Linux/Unix",Backbone,1-10,1-10,The same amount,1.1,"Ember-Data, ic-ajax",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Python,"Django (Python), Flask (Python), Express (Node)",JSON-API,None,Ember-QUnit,< 3 months,Almost daily,"Desktop, Desktop & Mobile (fully responsive)",Business to business consumers,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 13:52:29,Europe,Started on Sproutcore 2 (or before!),7,4,Developer,Some times,"Independent product developer, Independent consultant",Ruby,Chocolat,"Opened an issue, Opened a PR",Mac OSX,Backbone,1-10,1-10,The same amount,1.9,"Ember-Data, ic-ajax",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember-rails (pre-cli)",ES6 transpilation,ember-cli (bower and npm),Ruby,"Rails (Ruby), Sinatra (Ruby)","JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,"< 3 months, 12-18 months, Started on Sproutcore 2","Weekly, Monthly",Desktop,Business to business consumers,Modern browsers (last two versions),"Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9",An app that is used by tens of users,"VPS (cloud infrastructure), S3 (with or without CloudFront)",No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 13:54:55,Europe,12-18 months,6,6,Developer,All the time,Employee working on product,Ruby,Vim,"Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class",Mac OSX,,1-10,1-10,More,"1.5, 1.9",Ember-Data,1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember-rails (pre-cli)",I don't know,ember-cli (bower and npm),Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,"18-24 months, > 24 months",Monthly,Desktop,Business to business consumers,"Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), S3 (with or without CloudFront)",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 13:55:22,North America,18-24 months,8,7,Developer,All the time,Employee working on product,Python,Sublime,Given a talk / lecture / class,Mac OSX,"React, Meteor",10-20,1-10,The same amount,1.9,Ember-Data,1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),Grunt,I don't know,N/A. Lazy loaded.,"PHP, Scala",,Custom design,,We don’t write tests,12-18 months,Almost daily,Desktop,Business to business consumers,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used by thousands of users,S3 (with or without CloudFront),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,I'm not sure how to do this,I'm not sure how to do this
2/4/2015 13:55:40,North America,12-18 months,5,6,Developer,Some times,"Independent product developer, Independent consultant","Ruby, JavaScript",Vim,"Opened an issue, Opened a PR, Attended a meetup / conference",Linux/Unix,"Backbone, jQuery Mobile",1-10,1-10,The same amount,"1.7, Canary (master)",Ember-Data,1.0-beta.14,Emblem,"Ember-cli, Ember-rails (pre-cli)",,"Bower, npm, ember-cli (bower and npm)",Ruby,"Rails (Ruby), Sinatra (Ruby), Express (Node)",JSON-API,None,Ember-QUnit,"< 3 months, 12-18 months",Weekly,Desktop & Mobile (fully responsive),Internal users only,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions), IE 9",An app that is used on a corporate intranet,"VPS (cloud infrastructure), Heroku",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,Some,Some
2/4/2015 13:56:05,North America,Started on Sproutcore 2 (or before!),9,7,Developer,All the time,"Employee working on product, Independent consultant","Ruby, PHP, Go",Atom,"Opened an issue, Maintain a library, Attended a meetup / conference",Mac OSX,"Angular, jQuery Mobile, Sproutcore, Cappuccino",1-10,1-10,More,"1.8, 1.9","Ember-Data, EPF, ic-ajax","1.0-beta.11, 1.0-beta.12, 1.0-beta.14","Standard Ember Templates (Handlebars/HTMLBars), Emblem",Ember-cli,ES6 transpilation,ember-cli (bower and npm),Ruby,Rails (Ruby),JSON-API,ApiPie,"Ember-QUnit, Selenium (Cucumber)",9-12 months,Almost daily,Desktop & Mobile (fully responsive),"Business to business consumers, Internal users only","Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Rackspace Cloud,Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 13:57:27,North America,9-12 months,5,5,Developer,Some times,Independent consultant,.NET,Visual Studio,"Attended a meetup / conference, Given a talk / lecture / class, Run a user group","Mac OSX, Windows","Angular, Knockout",1-10,1-10,The same amount,"1.8, 1.9",Custom Solution,,Standard Ember Templates (Handlebars/HTMLBars),Grunt,,"Bower, npm",.NET,,JSON-API,None,We don’t write tests,9-12 months,Almost daily,Desktop,"Business to business consumers, Consumers and internal users",Modern browsers (last two versions),Modern browsers (last two versions),An app that is used by thousands of users,VPS (cloud infrastructure),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,I'm not sure how to do this,I'm not sure how to do this
2/4/2015 13:57:29,North America,18-24 months,9,,Developer,Some times,"Independent product developer, Independent consultant","Python, JavaScript",Sublime,"Opened an issue, Maintain a library, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class",Mac OSX,"Angular, Backbone, React, jQuery Mobile",1-10,1-10,More,"1.8, 1.9","Ember-Data, ic-ajax",1.0-beta.13,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Brunch",ES6 transpilation,"Bower, npm, ember-cli (bower and npm)","Python, JavaScript","Django (Python), Flask (Python), Express (Node)","JSON-API, Custom design",None,"Ember-QUnit, Mocha","9-12 months, 12-18 months",Weekly,Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers","Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"S3 (with or without CloudFront), Heroku, Firebase",Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply, noscript tags",1-3,1-3,All,All
2/4/2015 13:57:43,Australia,9-12 months,7,7,Developer,All the time,Employee working on product,".NET, Java",Visual Studio,Attended a meetup / conference,Windows,jQuery Mobile,1-10,1-10,The same amount,1.6,Ember-Model,,Standard Ember Templates (Handlebars/HTMLBars),visual studio,visual studio,,.NET,MVC (.NET),JSON-API,None,We don’t write tests,6-9 months,Weekly,Desktop,Internal users only,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),Shared hardware,TFS,"App is private, behind an authentication flow, or this question generally does not apply",4-6,0,Some,Some
2/4/2015 13:57:44,Australia,12-18 months,7,7,Developer,All the time,"Employee working on product, Employee doing consulting/client work","Ruby, JavaScript, Elixir",Sublime,"Opened an issue, Maintain a library, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class",Mac OSX,React,1-10,None,The same amount,1.9,Ember-Data,"1.0-beta.11, 1.0-beta.12","Standard Ember Templates (Handlebars/HTMLBars), Emblem","Ember-cli, Rails asset pipeline",ES6 transpilation,ember-cli (bower and npm),.NET,"Rails (Ruby), Sinatra (Ruby), Express (Node), MVC (.NET)","JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,"Ember-QUnit, Mocha",12-18 months,Almost daily,Desktop & Mobile (fully responsive),Business to business consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"Heroku, Divshot",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,1-3,All,Some
2/4/2015 13:58:13,North America,> 24 months,10,10,Developer,All the time,Employee doing consulting/client work,"Ruby, JavaScript, Elixir","Sublime, Vim, Emacs","Opened an issue, Opened a PR, Maintain a library, Attended a meetup / conference, Given a talk / lecture / class","Mac OSX, Linux/Unix","Backbone, React",1-10,1-10,More,"1.8, 1.9",Ember-Data,"1.0-beta.11, 1.0-beta.12, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Rails asset pipeline",ES6 transpilation,ember-cli (bower and npm),Ruby,"Rails (Ruby), Express (Node)","A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",Swagger,"Ember-QUnit, Mocha",12-18 months,Almost daily,"Desktop, Desktop & Mobile (fully responsive)","Public Consumers, Business to business consumers, Consumers and internal users","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8",An app that is used by thousands of users,"VPS (cloud infrastructure), S3 (with or without CloudFront), Heroku, Divshot",Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",> 6,4-6,All,Some
2/4/2015 13:58:19,Australia,Started on Sproutcore 2 (or before!),6,8,Developer,All the time,Independent consultant,"Ruby, JavaScript",Vim,"Opened an issue, Opened a PR, Maintain a library, Written a blog post / article",Mac OSX,"Meteor, jQuery Mobile, Sproutcore",1-10,1-10,The same amount,"pre-1.0, 1.4, 1.6, 1.8","Ember-Model, EPF",,"Standard Ember Templates (Handlebars/HTMLBars), Emblem, hamlbars","Ember-cli, Rails asset pipeline, Ember-rails (pre-cli)",ES6 transpilation,"Bower, ember-cli (bower and npm)",Ruby,Rails (Ruby),JSON-API,,"Mocha, Selenium (Cucumber)",Started on Sproutcore 2,Monthly,Desktop,Public Consumers,Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"VPS (cloud infrastructure), Heroku",Shared hardware,Git,"noscript tags, Google's JavaScript execution",4-6,4-6,All,Some
2/4/2015 14:00:32,North America,18-24 months,7,8,Developer,All the time,Employee doing consulting/client work,"Ruby, Elixir","Sublime, Vim","Opened an issue, Written a blog post / article, Given a talk / lecture / class",Mac OSX,Backbone,1-10,1-10,More,1.9,Ember-Data,"1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,"6-9 months, 9-12 months, 12-18 months, 18-24 months","Almost daily, Weekly",Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), IE 9",An app that is used by thousands of users,Heroku,No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 14:01:40,North America,12-18 months,6,5,CTO,Some times,Independent product developer,"JavaScript, PHP",Sublime,Attended a meetup / conference,Mac OSX,Backbone,1-10,1-10,More,1.7,Ember-Data,"1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,ember-cli (bower and npm),JavaScript,Express (Node),JSON-API,Swagger,We don’t write tests,9-12 months,Less than once a month,"Desktop, Desktop & Mobile (fully responsive)","Business to business consumers, Consumers and internal users","Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,All,All
2/4/2015 14:03:55,Europe,18-24 months,7,9,Developer,All the time,"Independent product developer, Independent consultant",Ruby,Vim,"Opened an issue, Opened a PR, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class",Mac OSX,,1-10,1-10,The same amount,1.9,Custom Solution,,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),.NET,MVC (.NET),CQRS,None,Ember-QUnit,12-18 months,Almost daily,Desktop,Business to business consumers,"Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions), IE 9",Prototype only,,Shared data-center,Git,"Our app is indexable, but I don't know how",0,0,None,None
2/4/2015 14:05:05,North America,12-18 months,6,5,Developer,Some times,Employee working on product,.NET,Sublime,Attended a meetup / conference,"Mac OSX, Linux/Unix, Windows",Angular,1-10,1-10,Fewer,1.1,"Ember-Data, Ember-Model",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,ember-cli (bower and npm),.NET,MVC (.NET),I don't get to design my API,None,Ember-QUnit,6-9 months,Haven’t shipped yet / Still developing,Desktop,Internal users only,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,Some,Some
2/4/2015 14:05:14,Europe,12-18 months,7,8,Developer,All the time,Employee working on product,"Ruby, JavaScript, Go, Java",Sublime,Attended a meetup / conference,"Mac OSX, Linux/Unix",React,20-50,1-10,More,"1.6, 1.9","Ember-Data, ic-ajax","1.0-beta.11, 1.0-beta.12, 1.0-beta.13, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember App Kit, Rails asset pipeline, Ember-rails (pre-cli)",ES6 transpilation,"Bower, npm, ember-cli (bower and npm)","Ruby, Go, C++",Rails (Ruby),JSON-API,None,We don’t write tests,"< 3 months, 12-18 months",Weekly,Desktop,Business to business consumers,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",4-6,0,Some,All
